"uniqueID","manmade_mean","manmade_sd","precious_mean","precious_sd","lives_mean","lives_sd","heavy_mean","heavy_sd","natural_mean","natural_sd","moves_mean","moves_sd","grasp_mean","grasp_sd","hold_mean","hold_sd","be.moved_mean","be.moved_sd","pleasant_mean","pleasant_sd","arousing_mean","arousing_sd","n"
"crate","6.7568","0.5480","2.7297","1.6270","1.2973","0.9680","6.2432","0.6833","2.2432","1.7225","2.4324","1.8490","3.5405","1.5563","3.0270","1.9074","3.0270","1.6070","3.8649","0.9178","4.0541","0.8147",39
"crayfish","1.2051","0.8329","4.0769","1.6445","6.8462","0.4315","1.5128","0.9699","6.6667","1.0345","6.6923","0.5208","5.1538","1.4426","5.2308","1.3853","5.8974","0.9678","4.1282","1.3799","4.5897","1.4275",39
"crayon","6.6842","0.9036","3.3684","2.0589","1.1842","0.4565","1.3158","0.6619","1.9474","1.1613","1.9211","1.3433","6.5526","0.9500","6.7368","0.5032","6.7368","0.6011","5.4737","1.2463","3.2895","1.4315",39
"cream","6.2432","1.0647","4.2703","1.6939","1.4054","0.7979","1.6757","0.8183","3.3784","1.7536","1.6216","1.1390","5.2162","1.9168","5.6757","1.4730","6.2703","0.8383","5.7297","0.9902","3.0270","1.5897",39
"cream_cheese","6.2000","0.7579","3.2000","1.6204","2.0250","1.4934","2.3250","1.4569","4.6250","1.7495","1.4750","1.1091","5.8500","1.4060","6.2250","0.8002","6.2500","1.0316","5.3500","1.4944","3.9250","0.7970",39
"credit_card","6.6500","1.2310","4.4500","1.9075","1.3000","0.9392","1.0750","0.2667","1.3250","0.9711","1.7250","1.3395","6.4750","1.2192","6.7750","0.5305","6.6000","1.1048","4.4250","1.3939","4.4750","1.2192",39
"creme_brulee","6.4103","0.8181","3.9487","1.6694","1.5641","0.9402","1.8718","1.0558","3.3590","1.7694","1.8205","1.1669","4.9487","1.7006","5.4615","1.3736","5.8462","1.0891","6.0256","1.2028","3.2821","1.7313",33
"crepe","6.6410","0.6277","4.2051","1.7944","1.3846","0.7819","1.3590","0.7429","2.9744","1.6934","1.6410","0.8732","6.1538","1.1594","6.4103","0.8497","6.3590","0.9028","5.9487","0.9986","3.4615","1.5017",34
"crib","6.5263","1.1086","5.1053","1.2690","1.3684","0.6747","5.5789","1.2221","2.3684","1.4781","2.1316","1.4175","5.1579","1.6196","3.0526","1.8737","3.6842","1.4724","5.3158","0.9893","3.2105","1.4362",34
"croissant","6.5405","0.6053","3.7297","1.8356","1.9730","1.3640","1.9189","1.2333","2.8919","1.4679","1.7297","1.0710","6.3514","1.0857","6.5135","0.7311","6.5135","0.8374","6.0270","0.9570","3.4595","1.1924",34
"cross","6.6944","0.6684","5.2500","1.6453","1.4722","1.2302","3.3889","1.6950","2.5556","1.7476","1.5278","1.0820","5.6944","1.0642","5.6944","1.1909","5.4722","1.1081","4.8889","1.5816","3.3333","1.6903",35
"crossbow","6.6667","0.9562","3.7778","1.7090","1.2778","0.8819","4.4167","1.6797","1.6667","1.2649","3.4167","1.9030","5.5833","1.0247","5.3889","1.2254","5.8056","0.8559","4.0833","1.2734","4.9722","0.9706",35
"crouton","6.5789","0.8584","3.2895","2.0653","1.3158","0.7391","1.2105","0.4132","3.1579","2.0071","1.7895","1.3588","6.4211","0.9762","6.6842","0.5253","6.6579","0.7453","5.7105","0.9273","3.6842","1.1649",35
"crow","1.3846","1.2485","4.4615","1.5017","6.7179","1.0247","1.9487","1.0748","6.5641","0.9118","6.7692","0.7057","3.5128","1.9718","3.5641","1.7591","4.4872","1.8191","4.0513","1.2343","4.3590","0.9864",36
"crowbar","6.7027","0.7769","2.8919","1.7446","1.2432","0.4947","4.9189","1.2333","1.8649","1.4750","2.2703","1.6774","5.7838","1.1579","5.8649","0.8870","5.5676","1.1676","3.6757","0.9145","4.2703","0.9324",36
"crown","6.6216","1.0633","6.3514","0.9492","1.2162","0.6296","4.4054","1.4992","1.8378","1.3020","1.7027","1.0766","5.5676","1.0419","5.7838","0.9468","5.8649","1.0843","5.7568","0.9547","3.7568","1.0647",36
"crucifix","6.7429","0.7413","4.9429","1.5135","1.6000","1.0901","5.4000","1.2880","2.5143","1.4827","1.9143","1.1973","4.2000","1.6234","3.6000","1.7354","3.2857","1.7076","3.4000","1.5378","4.3143","1.4506",37
"cruise_ship","6.7838","1.0037","4.1892","1.9838","1.3514","1.0332","6.8378","0.9864","1.3784","0.7208","6.4324","0.7280","2.4324","2.0213","1.0811","0.2767","3.6486","1.7829","5.2162","1.3361","3.7568","1.5529",37
"crumb","5.2973","1.5788","1.8378","1.2805","1.4324","0.9586","1.2703","0.7691","3.6757","1.6676","2.1351","1.4750","5.8378","1.2805","5.9459","1.2235","6.4324","0.7652","3.6757","1.2031","3.9730","0.9276",37
"crutch","6.7179","0.5595","3.5128","1.6839","1.3590","0.9315","2.4872","1.3153","2.2564","1.6176","2.8718","2.0285","5.8974","1.1875","5.8718","1.0804","5.7179","1.2763","3.5385","1.2742","4.4872","0.9140",37
"crystal_ball","6.8649","0.3466","4.9189","1.5162","1.5676","1.3237","4.3243","1.9156","2.2162","1.7181","1.6486","1.2740","5.2973","1.4504","5.7838","1.1817","6.1622","0.8338","4.7838","1.1337","3.9189","1.3617",37
"crystal1","3.3235","1.7875","5.8824","0.9775","2.6765","1.6463","3.7647","1.7418","5.7647","1.1297","2.5000","1.6002","5.1471","1.1046","5.3235","1.0067","5.1471","1.3955","5.8529","0.9888","2.9412","1.7912",38
"crystal2","2.0000","1.5246","5.7368","1.2233","1.8684","1.4918","3.8684","1.2557","6.3158","0.9036","1.9211","1.3829","5.8421","0.8551","5.8684","0.8752","5.8158","1.1591","6.0789","1.0496","3.0526","1.6918",38
"cuckoo_clock","6.9474","0.2263","5.0263","1.6021","1.3421","0.8471","4.8421","1.4801","1.9737","1.3850","5.1053","1.7521","5.0000","1.4519","4.9474","1.5236","5.2368","1.4966","5.1842","1.5571","3.7632","1.7466",38
"cucumber","1.4615","0.7555","3.8718","1.5075","5.2051","1.9081","2.3077","1.1955","6.6410","1.0634","2.0256","1.3473","6.4359","0.7180","6.5385","0.5547","6.5641","0.6405","5.2564","1.1634","3.6923","0.9775",38
"cufflink","6.7179","0.5104","4.7179","1.2343","1.2564","0.5946","1.8205","1.2327","1.9231","1.1559","1.9487","1.3755","6.4359","0.8206","6.5641","0.7180","6.5385","0.7896","5.0000","1.1002","3.5897","1.0691",38
"cummerbund","6.8286","0.3824","3.2857","1.4465","1.1143","0.4038","1.4286","0.7778","1.9429","1.3048","1.8857","1.3009","6.2286","1.1653","6.4286","1.0371","6.5143","1.0947","4.2857","0.9873","3.9429","1.0274",38
"cup","6.3333","1.3093","2.8056","1.7699","1.2500","0.6036","1.7222","0.9137","2.1389","1.4765","1.7778","1.0450","6.6111","0.5989","6.6667","0.5345","6.6389","0.5426","4.5278","0.9098","3.7500","0.8742",39
"cupcake","6.6750","0.5256","3.8250","1.5340","1.5250","1.2808","1.4750","1.0857","2.6750","1.5087","1.6500","1.0513","6.5500","0.6775","6.6500","0.6222","6.6750","0.6558","6.4250","0.8130","3.7750","1.8044",39
"curb","6.8108","0.3971","2.5135","1.6935","1.0811","0.2767","5.3784","1.6047","1.6216","0.8929","1.0811","0.2767","2.1351","1.4750","1.4595","1.1204","1.3243","0.8516","4.1081","0.8091","3.7838","0.7124",39
"curling_iron","6.7632","0.7510","3.0000","1.6603","1.1579","0.5466","2.2105","1.2554","1.3684","0.7505","2.4737","1.5376","6.1316","1.0947","6.1579","1.0787","6.1053","1.1099","4.5263","1.1327","3.7632","0.8833",40
"curry","6.2368","1.2826","3.9474","1.8001","1.6053","1.2636","1.9474","1.2069","4.2105","1.7730","1.8684","1.3591","4.6316","2.0191","4.6316","1.8221","5.5789","1.2221","5.3421","1.4384","3.5526","1.0577",40
"curtain","6.8056","0.4014","3.1667","1.7321","1.3889","0.9344","2.6944","1.3054","2.5000","1.5399","3.5556","2.0346","6.3333","0.8944","6.1944","1.0091","6.4167","0.6918","5.0833","1.0790","3.3056","0.8886",40
"cushion","6.5000","1.3314","3.2059","1.6657","1.1765","0.3870","1.7647","0.9231","1.8529","1.1046","1.7059","1.0307","6.2353","0.9231","6.4118","0.8570","6.5000","0.8257","5.7353","1.0242","2.5000","1.0225",40
"cutting_board","6.4595","0.8026","2.6757","1.6508","1.4054","0.6438","2.8649","1.4937","3.4595","1.8196","1.9189","1.4020","5.9459","1.0259","6.2162","1.0310","6.5405","0.7672","4.3514","0.9492","4.0541","0.6212",33
"cymbal","6.7632","0.4309","4.0263","1.7162","1.3158","0.6619","3.6053","1.8090","1.7632","1.2826","3.4211","1.8546","5.6842","1.1649","5.6053","1.1280","5.9474","1.2291","4.6053","1.2636","4.7895","1.3786",33
"dagger","6.7250","0.5986","3.4250","1.6929","1.2250","0.6975","3.6000","1.3359","1.9750","1.4934","2.3500","1.8334","5.8500","1.0266","5.9500","0.8149","5.9000","0.9282","2.9750","1.4586","5.2000","1.2850",33
"daisy","1.2432","0.7229","5.2703","1.7424","6.7027","0.5199","1.4865","1.0171","6.6216","1.1390","3.5676","1.8339","6.3514","0.8887","6.5946","0.7979","6.3514","0.9194","6.2162","0.9170","2.2703","1.3672",35
"dalmatian","1.3714","1.1398","5.4286","1.8675","6.6000","1.4184","4.9143","1.3799","6.4857","1.0675","6.8286","0.3824","4.8000","1.5492","4.0571","1.4940","4.8857","1.4707","6.2000","0.7593","3.1714","1.7233",35
"dandelion","1.2105","0.7036","4.0000","2.0533","6.4737","1.0840","1.0263","0.1622","6.8947","0.3110","4.2368","1.9787","6.3158","1.3174","6.3158","1.2326","6.6316","0.5413","5.1842","1.7531","3.1316","1.5968",35
"dart","6.6579","1.0973","2.4737","1.5723","1.5263","1.4470","1.6579","1.1217","1.5526","0.9781","3.8158","2.1668","6.3684","1.1951","6.6316","0.7136","6.6316","0.6747","4.0526","1.2069","4.3684","0.8517",36
"dartboard","6.8684","0.3426","3.2368","1.9233","1.3684","1.0506","3.0526","1.4132","1.8158","1.2271","1.6579","1.1918","5.4211","1.1539","5.5526","1.0577","5.7105","1.0110","5.1316","1.0698","3.8684","1.0947",36
"dashboard","6.4872","1.3352","2.8462","1.6309","1.4359","0.9946","4.5385","1.8757","1.2821","0.7591","3.0513","1.9594","3.5897","1.8879","2.6410","1.6934","2.3846","1.5831","4.2564","0.8801","3.8974","0.9402",36
"deer","1.0526","0.2263","5.6842","1.2967","6.7895","0.9907","6.2105","0.7410","6.8158","0.4565","6.8947","0.3110","2.0263","1.3252","1.8158","1.2489","2.8421","1.8237","5.5000","1.2892","3.0789","1.5489",36
"defibrillator","6.3846","1.3691","5.1795","1.8046","1.3077","0.9221","3.9487","1.5886","1.8462","1.5138","2.2308","1.5468","5.8205","0.9140","5.8462","0.9330","5.6667","0.9823","4.0000","1.6543","5.1538","1.2884",36
"denture","6.7895","0.5769","4.4737","1.7357","1.1842","0.3929","1.4737","0.7255","1.4211","0.7215","3.1316","1.8035","5.7632","1.1492","6.2105","0.8433","6.0000","1.1150","3.7368","1.5011","4.2895","0.9839",36
"deodorant","6.7027","0.9087","3.4865","1.8948","1.3514","0.8887","1.2703","0.6078","2.0270","1.3226","1.7838","1.4745","6.4865","0.6921","6.5946","0.5990","6.5946","0.5507","5.5405","1.2604","3.7838","1.0037",37
"desk","6.6757","0.6260","3.8649","1.5485","1.4865","0.9609","6.0541","0.7798","3.1351","1.6859","2.4865","1.6770","3.9189","1.8315","2.4324","1.4248","3.0270","1.4237","4.5676","1.1436","3.7027","0.8119",37
"dessert","6.5676","0.6472","4.5946","1.6743","1.2703","0.6078","1.6486","0.9492","3.1351","1.4561","1.2973","0.6610","5.9730","1.2357","6.1081","1.0745","6.4865","0.7311","6.7568","0.4350","3.0811","1.7540",37
"detonator","6.9474","0.2263","2.5526","1.6224","1.2368","0.8198","3.7895","1.5624","1.3158","0.7748","2.2368","1.5671","5.2368","1.2178","5.3158","1.2326","5.2895","1.3538","2.5526","1.3294","5.2105","1.3184",37
"dial","6.7632","0.8522","2.7105","1.7539","1.1053","0.3110","2.1842","1.4114","1.3421","0.7081","5.0263","2.0597","5.5526","1.5192","5.3947","1.6364","6.2632","1.1073","4.3421","0.9664","3.9737","0.7880",37
"diamond","3.3846","2.1718","6.6410","0.7776","1.6923","1.1275","2.7436","1.5681","6.0769","0.8701","2.1026","1.5008","5.9231","1.2646","6.3333","0.7723","6.1282","1.0804","6.3846","0.7819","3.8205","1.8335",37
"diaper","6.6923","0.7662","3.1538","2.0843","1.2564","0.4424","1.8974","1.2936","1.8718","1.3014","1.8462","1.1594","6.3846","0.7114","6.4872","0.8847","6.5128","0.8231","3.0513","1.3755","4.1026","1.0710",38
"dice","6.7949","0.5703","2.9231","1.4397","1.2821","0.9162","1.3077","0.6136","1.5641","1.0207","4.1282","2.2382","6.6410","0.7776","6.7949","0.4091","6.7436","0.5486","4.5385","0.8537","4.0256","1.1353",38
"dip","6.7222","0.5133","2.9722","2.0769","1.4722","1.1081","2.1389","1.4958","3.4167","1.6626","2.3056","1.6181","4.2500","1.7134","4.1389","1.7428","5.7778","1.1979","5.8056","1.0370","4.0556","1.1697",38
"dirt_bike","6.9231","0.2700","3.8205","1.4486","1.3590","0.7429","6.2051","1.0306","1.6667","1.1082","6.1026","1.5525","5.2821","1.4318","3.4103","2.0611","5.2308","1.4772","4.8718","1.0558","4.8974","1.2095",38
"dish","6.8158","0.8336","4.0789","1.6338","1.1579","0.3695","2.9211","1.6004","1.7368","1.0315","1.3947","0.7898","6.4474","0.5549","6.5526","0.5549","6.5263","0.6467","5.0789","1.0235","3.7105","0.8671",38
"dishrag","6.6667","0.5774","3.0769","1.5111","1.3590","0.5374","1.4359","0.7538","2.5385","1.5702","2.0769","1.3838","6.6667","0.7375","6.7692","0.4846","6.4872","1.4667","4.3077","1.2173","3.6667","0.8686",38
"dishwasher","6.8947","0.3110","3.0526","1.8299","1.2632","0.7600","6.2895","1.0882","1.2895","0.6111","2.7105","1.8440","3.4474","1.7660","2.2105","1.3388","2.7895","1.4916","4.9737","1.1025","3.7895","0.9346",38
"dishwashing_liquid","6.8684","0.3426","3.1316","1.7732","1.1579","0.8229","1.7632","1.1255","2.1842","1.3922","2.7895","2.0290","4.9211","2.0845","4.9211","1.9916","5.8158","1.6416","4.8684","0.8752","3.8158","0.6919",38
"diskette","6.5882","0.9572","3.4706","1.7098","1.5000","1.1348","1.7059","1.3378","1.6765","1.2962","1.9118","1.4006","6.6471","0.6458","6.6471","0.5971","6.5882","0.8209","4.2353","1.0462","3.7941","0.7699",38
"diving_board","6.7632","0.7141","3.2632","1.7035","1.2895","0.6538","4.3947","1.9107","1.6316","1.1009","4.0000","2.0925","4.8421","1.9105","3.8947","2.0373","3.9211","2.0186","4.9474","1.1137","4.1316","1.2771",38
"dog","1.2778","0.8819","6.1944","1.1166","6.9167","0.3684","4.7222","1.0032","6.5556","0.8765","6.7778","0.5909","4.9722","1.2758","5.0278","1.1585","5.2222","1.0450","6.4444","0.8765","3.1389","1.8540",38
"dogfood","6.4118","0.7831","2.6765","1.6091","1.2353","0.6541","2.9412","1.6504","3.2059","1.5913","1.4118","0.9250","5.6471","1.2999","5.7941","1.4095","5.8235","1.3589","3.9412","1.3913","3.6765","0.9761",39
"doghouse","6.7179","0.5104","3.5897","1.6814","1.4103","0.9657","5.6667","1.1082","2.7692","1.8843","2.0769","1.4759","3.8974","1.9439","2.8974","1.9028","3.4872","1.7899","4.9487","1.0500","3.5641","1.1424",39
"doily","6.7692","0.4846","5.1538","1.5651","1.1795","0.3888","1.1282","0.3387","2.0513","1.2128","1.9231","1.2436","6.2821","1.2343","6.5385","1.0723","6.5385","1.0966","5.7949","1.0047","2.7949","1.4360",39
"doll","6.7838","0.8862","4.8378","1.3645","1.1622","0.5534","1.7568","0.8946","1.7568","1.2562","2.4324","1.6757","6.3514","0.7894","6.6216","0.5452","6.7027","0.5708","5.5676","1.0419","2.9730","1.3226",40
"dollhouse","6.7500","0.5000","5.1389","1.3764","1.3333","0.5345","4.8889","1.3475","1.9167","0.9373","1.9722","1.2532","3.9722","1.6122","3.3333","1.5675","4.0833","1.4417","5.4167","1.0790","3.3333","1.3093",40
"dolly","6.3590","1.4416","3.8718","1.7499","1.5385","1.0723","5.0000","1.3179","1.8974","1.2095","5.4103","1.7125","5.5897","1.0442","4.3333","1.5784","6.0256","1.1353","4.5897","1.0187","4.1026","0.6804",35
"dolphin","1.1026","0.5024","6.2308","0.8724","6.9744","0.1601","6.3333","0.7723","6.7949","0.5703","6.8718","0.3387","2.5641","1.5694","2.1282","1.3607","2.5897","1.4818","6.4103","0.8181","3.2051","1.8235",35
"domino","6.7778","0.5404","2.8889","1.3893","1.2778","0.7015","1.6944","1.0907","1.5556","0.9394","2.9444","1.8196","6.6111","0.7664","6.6667","0.7928","6.5278","0.9706","4.6944","1.1419","3.7778","1.2447",35
"donkey","1.7436","1.6657","4.9744","1.6934","6.8205","0.5064","5.8974","1.2311","6.4615","0.8223","6.5897","0.7853","4.1282","1.6730","2.6667","1.5616","4.0513","1.6214","4.7692","1.2022","3.9487","1.2343",36
"donut","6.7059","0.6291","3.5294","1.7621","1.2941","0.6291","1.3235","0.5349","2.6765","1.5710","1.7353","1.2627","6.5882","0.6089","6.6471","0.4851","6.6176","0.9539","6.3235","1.0067","3.6176","1.5766",36
"door","6.7895","0.4132","3.6579","1.7441","1.4474","1.2013","5.7632","0.8522","3.4474","1.7195","5.3158","1.7415","5.5526","1.4463","4.7105","1.7692","5.0263","1.8231","4.8947","0.9806","3.7368","1.0050",36
"doorbell","6.7222","1.0313","2.3889","1.4198","1.2500","0.9063","1.9167","1.1307","1.6111","1.0496","2.1944","1.7373","3.8056","1.7860","3.3611","2.0164","3.0556","1.9992","4.3611","1.0731","4.3611","0.8993",36
"doorhandle","6.7778","0.5909","2.5833","1.7464","1.2500","0.8742","2.3333","1.5492","1.5278","0.7741","5.3889","1.6085","6.6111","0.5989","6.3333","0.8281","6.0556","1.4530","4.2778","0.9137","3.7778","0.7601",36
"doorknob","6.7895","0.5769","2.8421","1.4617","1.3158","0.9616","2.2895","1.2715","1.7895","0.9630","4.3684","1.9922","6.5526","0.6857","6.3421","0.8146","5.9211","1.3829","4.6053","0.7898","3.7368","0.6445",36
"doorknocker","6.5556","1.0809","3.2500","1.5743","1.3056","0.7491","3.5556","1.5756","1.9722","1.4636","3.9167","2.0053","6.1944","0.9804","5.6944","1.4701","5.4722","1.8896","4.3056","1.0642","4.6111","0.9344",37
"doormat","6.8108","0.4618","2.2973","1.3917","1.0811","0.2767","1.9459","1.1291","1.8919","1.4295","1.9459","1.4519","5.9189","1.2333","6.0000","1.1304","6.2432","0.9251","4.5676","1.1190","3.5676","0.8673",37
"doorstop","6.5000","1.2892","2.3421","1.4937","1.3421","1.1217","1.7105","1.0110","1.9211","1.2166","2.7368","1.9547","6.3947","0.9165","6.5263","0.7965","6.5263","1.1086","4.3947","0.7898","4.0526","0.6954",37
"dough","5.9143","1.4011","3.9429","2.0572","2.4857","1.7719","2.6571","1.4337","4.1143","1.8593","2.6857","1.7451","5.6571","1.1617","5.7143","1.1265","5.8857","0.9322","5.4286","1.1952","3.1714","1.1242",37
"dragonfly","1.3714","1.0870","5.0286","1.6177","6.7143","0.5186","1.3429","0.7648","6.8000","0.4058","6.8000","0.4058","3.5143","1.6693","4.1143","1.8435","4.7714","1.6992","5.3143","1.4506","3.9429","1.3921",37
"drain","6.4167","1.1307","2.6389","1.5520","1.3611","0.7617","3.3889","2.0182","2.0000","1.1711","1.7222","0.9743","3.2500","1.8264","2.5278","1.4636","1.8611","0.8333","3.5000","1.0823","4.0833","0.9964",37
"drawer","6.8205","0.3888","3.1538","1.5138","1.2051","0.4690","4.7692","1.3271","2.4615","1.5534","4.2308","2.0959","5.3077","1.3794","4.3846","1.4800","5.0256","1.7989","4.6667","0.9272","3.6923","0.6551",37
"dreidel","6.6111","0.6878","4.4444","1.5013","1.5833","1.3810","1.5556","1.0809","3.0278","1.7318","5.0278","1.9492","6.4167","0.8062","6.6389","0.5929","6.5278","0.6964","5.0278","1.2980","3.3889","1.3581",37
"dress","6.6944","0.8559","4.2500","1.6102","1.3889","0.7281","2.3889","1.4198","2.3611","1.2907","3.4444","1.7476","6.2778","0.8489","6.3333","0.8619","6.4167","0.7700","5.6389","0.9305","4.1389","1.2907",37
"dresser","6.6216","0.8612","3.8108","1.6131","1.2162","0.4793","6.2162","0.7124","2.7297","1.6098","2.1892","1.4877","4.1892","1.9125","2.0000","1.0541","2.7297","1.3874","4.9730","0.9856","3.4595","0.8365",37
"drill","6.7714","0.5983","3.6857","1.5295","1.3714","1.1903","4.1143","1.4906","1.5429","0.9805","4.9429","1.7311","5.8000","1.0233","5.8571","1.0885","5.9143","0.8869","4.2571","1.1966","4.6857","1.0784",37
"drink","6.0000","1.2302","3.7895","1.6791","1.8684","1.4175","2.0000","1.0134","4.0789","1.8510","2.4474","1.6878","6.2632","0.9777","6.2368","1.2614","6.3684","1.1722","6.0000","1.0654","3.0789","1.4590",37
"drum","6.8684","0.3426","4.0000","1.6440","1.2632","0.6011","4.5000","1.4658","2.0526","1.3141","2.0789","1.4590","4.7632","1.5671","4.6316","1.5841","4.6053","1.5689","5.0789","1.4956","4.5789","1.6706",37
"drumstick","6.7027","0.6176","3.7027","1.6136","1.1622","0.5534","1.4595","0.7672","3.2703","1.7102","3.1622","2.0617","6.7027","0.6176","6.8649","0.3466","6.8108","0.4618","5.1081","0.8751","4.6757","0.9444",37
"dryer","6.7632","0.8522","3.8684","1.8184","1.4211","1.1302","6.7105","0.6111","1.5526","0.9781","3.8684","2.0424","2.8158","1.9292","1.9211","1.3433","2.1842","1.3726","4.7105","1.0110","3.9474","0.7693",37
"duck","1.1053","0.3110","5.5263","1.3302","6.6579","1.3612","2.3947","1.2420","6.7105","0.8977","6.8158","0.4565","4.0526","1.6918","4.3158","1.7874","5.0789","1.6338","5.7632","1.0510","3.1579","1.3462",37
"duckling","1.3684","1.0761","6.2368","0.7862","6.9211","0.2733","1.8421","1.4617","6.5789","1.1302","6.7368","1.0050","5.6053","1.1750","5.8158","1.0869","6.1842","0.8961","6.2368","0.8198","2.8421","1.7480",38
"duct","6.6923","0.6941","2.4615","1.4841","1.1795","0.5559","5.6410","1.4046","1.4872","0.7564","1.5128","0.8847","3.3077","1.6408","2.6667","1.5447","2.6154","1.4621","3.6923","1.0040","4.0256","0.4284",38
