"uniqueID","manmade_mean","manmade_sd","precious_mean","precious_sd","lives_mean","lives_sd","heavy_mean","heavy_sd","natural_mean","natural_sd","moves_mean","moves_sd","grasp_mean","grasp_sd","hold_mean","hold_sd","be.moved_mean","be.moved_sd","pleasant_mean","pleasant_sd","arousing_mean","arousing_sd","n"
"stick","1.3750","0.8066","2.8000","1.4358","3.8250","1.7230","2.4500","1.1536","6.6750","0.7299","2.6500","1.6416","6.3250","0.9711","6.4250","0.6751","6.4500","0.9323","4.2250","0.9997","3.7750","0.7334",35
"sticker","6.6757","0.9145","3.1351","1.4369","1.2703","0.6519","1.1892","0.4618","1.6216","0.9531","1.7568","1.0905","6.4054","0.9849","6.7027","0.4634","5.7027","1.5963","5.0811","1.1396","4.0811","1.2106",35
"stiletto","6.7222","0.5662","3.8611","1.7913","1.3056","0.7491","1.9167","1.2507","1.5556","0.8765","2.7778","1.8687","6.2778","0.8819","6.4444","0.7725","6.3611","0.7983","4.5833","1.4015","4.5833","1.1557",39
"stilt","6.5714","0.8148","3.0286","1.4243","1.4857","0.9813","3.4000","1.4593","2.8000","1.6592","4.0000","2.0580","5.7143","1.1523","5.4571","1.2448","5.2857","1.5448","4.2857","0.6674","4.1714","0.7065",39
"stingray","1.2432","0.7229","4.8378","1.7562","6.8649","0.4191","5.1351","1.2508","6.7838","0.4793","6.7838","0.4173","2.7568","1.7385","2.2703","1.3874","2.7568","1.7063","3.9459","1.5625","4.5946","1.5359",39
"stir_fry","6.3846","1.4976","3.5897","1.7429","1.6923","1.1275","1.4615","0.6003","4.1282","2.0923","1.7949","1.3989","5.8205","1.1669","5.7949","1.2810","6.2051","0.9228","6.2051","0.9228","3.3077","1.3210",36
"stirrup","6.6389","0.7617","2.9167","1.5376","1.7222","1.5045","3.1944","1.7699","2.1944","1.3484","3.3889","2.1683","5.4167","1.5376","5.6944","1.3902","5.9722","1.1081","4.1389","1.0462","4.0000","0.8944",36
"stockings","6.5789","0.9762","2.8158","1.3327","1.3684","0.5891","1.2368","0.4896","1.8684","1.0180","2.3947","1.6852","6.3684","0.7505","6.5526","0.5549","6.5789","0.5004","4.8421","1.4051","3.9737","1.4044",36
"stomach","1.8919","1.9262","4.6757","1.9444","5.6757","1.6508","3.8919","1.2198","6.4324","0.9586","5.8378","1.0142","4.2703","1.9951","4.0541","2.0131","4.6216","2.0324","4.4595","1.2604","4.0270","0.7988",40
"stool","6.8108","0.4618","2.6486","1.4571","1.4054","0.8647","4.1351","1.3367","1.7568","1.0905","3.4054","2.1789","5.6216","1.2770","5.2432","1.3209","5.8108","0.8768","4.4054","1.0661","3.8919","0.9940",40
"stopwatch","6.8649","0.4809","3.0000","1.4720","1.2162","0.4173","1.4054","0.6438","1.3784","0.6391","2.9730","1.8780","6.5135","0.8035","6.7027","0.5199","6.5135","1.0441","4.5405","0.9887","4.1081","0.8427",40
"stove1","6.6944","1.0642","4.1389","1.4958","1.3333","0.6325","6.6389","0.9305","2.0000","1.3522","2.0556","1.4725","2.7778","1.5140","1.6389","0.9900","2.1667","1.3416","4.8333","1.3202","3.7778","1.0450",40
"stove2","6.6500","0.8930","4.1750","1.9333","1.2000","0.6869","6.5000","0.7161","1.6500","1.0513","2.0500","1.5351","3.7000","1.8285","1.9250","1.4392","2.3250","1.1633","4.7000","1.1810","3.8250","1.0099",33
"straightjacket","6.9189","0.2767","1.8378","1.3020","1.1351","0.4191","3.2973","1.6307","1.4324","0.7652","1.8649","1.3158","5.4324","1.5373","5.7027","1.3095","5.6486","1.4947","1.5135","1.1696","6.0811","1.3203",37
"strainer","6.3784","1.2099","3.1351","1.5485","1.3243","0.6260","1.9189","0.9243","1.8108","0.9955","2.0811","1.2106","6.1892","0.9079","6.3243","0.8183","6.3784","0.7583","4.6216","1.0633","3.5946","0.8320",37
"strap","6.8919","0.3148","2.6486","1.3987","1.2973","0.9087","1.6757","1.1317","1.9189","1.1638","2.9189","1.8163","6.4865","0.7311","6.6216","0.4917","6.4595","0.6053","4.2162","0.7504","4.0541","0.5747",38
"straw1","2.6154","1.7713","2.9231","1.6445","2.8205","1.7301","2.0769","1.2436","6.0256","1.2028","1.8462","1.0397","6.1538","0.9043","6.3077","0.7310","6.0513","1.0748","3.9744","0.7429","4.0000","0.9459",38
"straw2","6.7368","1.0050","2.1579","1.6028","1.2105","0.8107","1.1053","0.5088","1.2895","0.6538","2.0526","1.5587","6.3421","1.2793","6.7368","0.6851","6.7632","0.6339","4.4737","0.8297","3.9211","0.4867",38
"strawberry","1.2105","0.4741","4.8684","1.4175","5.4737","1.7043","1.2105","0.4741","6.7368","0.4463","1.9474","1.2509","6.5526","0.8285","6.6053","0.9455","6.6053","0.9165","6.2105","1.0944","2.9211","1.4215",38
"streetlight","6.9730","0.1644","3.0541","1.8249","1.0541","0.2292","6.4324","0.7280","1.4595","0.9005","1.0541","0.2292","2.8378","1.8183","1.8108","1.1508","1.2973","0.7018","4.8108","1.2657","3.3514","1.2068",38
"stretcher","6.9189","0.2767","4.5946","1.8478","1.3784","1.0369","5.4324","1.2811","1.8649","1.3573","5.6757","1.5285","5.3784","1.1631","3.8378","1.8030","5.6486","1.2068","4.0270","1.4041","4.6486","1.2520",38
"string_cheese","6.4595","0.8365","3.4054","1.8776","1.5676","1.0149","1.5135","0.8374","4.3514","1.6536","1.8919","1.4488","6.4595","0.7301","6.5946","0.6438","6.5676","0.9292","5.7838","1.1817","3.2973","1.1987",38
"stroller","6.8611","0.3507","3.6944","2.0399","1.1944","0.4014","4.4167","1.7300","1.8333","1.1832","5.6389","1.5335","5.5833","1.4417","4.3889","1.7933","6.3889","0.9936","5.0833","1.1307","3.3889","1.2019",38
"stuffing","6.1750","1.2380","3.4000","1.8508","1.3750","0.5401","2.1500","1.2920","3.1750","1.8521","1.5000","0.8771","5.3000","1.3996","5.4500","1.5844","5.9750","1.1655","5.9250","1.1851","3.2500","1.3156",39
"stump","2.7179","1.8489","3.0256","1.4046","4.5128","1.6201","6.3846","0.7819","6.4103","0.7152","1.4359","0.8206","2.1795","1.3931","1.5897","0.8181","1.3590","0.7066","4.0513","1.0990","3.8718","0.6561",39
"submarine","6.9189","0.2767","4.1351","2.2750","1.2703","0.6519","6.9459","0.2292","1.4324","1.1436","6.3243","1.2922","1.5676","1.1912","1.3243","1.0555","3.4865","1.8652","4.0000","1.2472","4.1892","1.1981",39
"subway","6.6486","0.6756","4.3784","1.6558","1.4865","0.7311","6.5676","0.7652","1.7297","0.9902","5.4865","2.1810","2.4595","1.8348","1.8919","1.2863","2.7568","1.9062","4.3514","1.4571","4.6216","0.9531",39
"sugar_cube","5.6176","1.5766","3.3529","1.7387","1.4412","0.9906","1.3824","0.9539","4.0000","1.8910","1.7353","1.5237","6.5588","0.7046","6.6176","0.6038","6.6176","0.8170","5.4706","0.9919","3.8235","0.9991",36
"suit","6.8378","0.3737","4.4865","1.4264","1.2973","0.6176","2.4865","1.3254","2.1892","1.2211","2.1622","1.6075","6.1351","0.6308","6.2162","0.6296","6.2703","0.7321","5.4595","0.8691","3.3784","1.1631",40
"suitcase","6.9474","0.2263","3.3684","1.5496","1.0526","0.2263","4.5000","1.6399","1.6316","1.0246","3.7632","2.2110","5.7105","1.0110","5.1842","1.3327","5.6579","1.1455","4.5000","0.9515","3.7368","0.8601",40
"sundae","6.6053","0.5945","4.0789","1.8215","1.5789","1.1302","2.3421","1.3412","3.3158","1.5086","2.1053","1.5385","5.6579","0.9939","6.0526","0.8683","6.2105","0.9346","6.6053","0.7898","3.2632","1.7193",36
"sundial","6.7692","0.4846","4.5385","1.5017","1.3333","0.8057","5.1282","1.4175","2.7692","1.8982","3.2051","2.0543","4.6923","1.4171","3.7179","1.7614","3.6154","1.6482","5.0513","1.1227","3.5641","1.2095",36
"sunflower","1.3750","0.8066","5.3000","1.4358","6.7000","0.6076","2.3000","1.3243","6.8500","0.4267","4.0000","1.7831","6.0500","1.0365","5.8750","1.1365","5.3250","1.6546","6.2750","0.7841","2.2250","0.9737",40
"sunglasses","6.6667","1.2873","3.5833","1.8879","1.0556","0.2323","1.1944","0.4014","1.5833","0.9673","2.2500","1.6966","6.4722","0.8447","6.6667","0.6761","6.5000","1.1588","5.6111","1.0496","3.0833","1.2734",37
"sunroof","6.8000","0.4641","3.5000","1.7541","1.4000","1.1940","4.6000","1.3359","1.7250","1.1544","4.6000","2.1340","3.6750","1.5424","3.0500","1.5681","4.2750","1.6170","5.8250","0.9306","3.2750","1.4140",37
"surfboard","6.8056","0.4672","3.6944","1.5642","1.4167","0.7319","4.6944","1.4106","2.0556","1.3511","3.6389","2.1133","4.8056","1.1667","4.7222","1.3440","5.0000","1.3093","5.1944","0.9202","3.8611","1.0462",37
"sushi","6.1579","0.8229","3.9474","1.7077","2.0000","1.1625","1.5000","0.7623","4.9737","1.5507","1.5789","0.9482","6.3158","0.8417","6.4211","0.8584","6.4211","0.8263","5.3421","1.6320","3.4737","1.0840",37
"suspenders","6.5789","1.0560","2.7368","1.3494","1.2105","0.4741","1.5263","0.6035","1.7105","0.6111","2.3684","1.2611","6.3158","1.0162","6.6316","0.5891","6.6053","0.5472","4.4474","0.9211","3.8158","0.7660",33
"swab","6.5263","0.8297","2.8684","1.6303","1.3947","0.7898","1.2368","0.4896","2.6842","1.5614","1.8158","1.3528","6.4737","0.8297","6.6316","0.5413","6.6053","0.5945","4.6053","0.9737","3.8684","0.8438",38
"swan","1.0541","0.2292","5.6216","1.1868","6.9459","0.2292","3.8649","1.4937","6.8919","0.3148","6.8919","0.3148","2.5676","1.1676","2.4865","1.2610","3.4595","1.6599","5.7027","1.3512","3.0270","1.4997",38
"sweater","6.6286","1.1903","4.1714","1.6177","1.3429","0.8023","2.0857","1.3799","2.3714","1.3080","1.7429","0.9185","6.3143","0.9933","6.5143","0.7811","6.4571","0.8521","5.7143","1.0167","2.6857","1.1054",38
"sweatsuit","6.8857","0.3228","2.5429","1.4419","1.0857","0.2840","1.8857","1.1574","1.8857","0.9933","2.2286","1.5920","6.4286","0.6547","6.4857","0.6585","6.5143","0.7017","4.4286","1.0651","3.4286","0.8840",38
"sweeper","6.7436","0.8497","2.7179","1.8202","1.1282","0.3387","2.5641","1.2731","1.6923","1.0552","5.3590","1.7842","6.4872","0.6014","6.2821","0.7930","6.5641","0.5523","4.5385","1.0966","3.8462","0.9330",38
"sweet_potato","1.6944","1.2608","3.6389","1.7428","4.8889","1.9968","2.3333","1.4142","6.6389","0.6825","1.5833","0.9673","6.5833","0.5000","6.6111","0.5989","6.6111","0.5989","5.1667","1.5766","3.8333","0.4472",38
"swimming_pool","6.6364","0.7833","3.9091","1.5076","1.4848","1.0642","5.9394","1.4129","2.2727","1.5057","2.0909","1.3078","2.4848","1.9223","1.5455","1.3012","1.3636","1.0252","6.0909","1.2340","2.1818","1.3568",39
"swimsuit","6.6757","1.1069","3.4595","1.5383","1.1081","0.3148","1.2432","0.4947","1.8108","1.1015","2.4324","1.6080","6.4865","0.7682","6.7027","0.5199","6.5676","1.0682","5.4324","1.0149","4.2432","1.0383",39
"swing","6.7692","0.4268","3.0256","1.2667","1.3846","0.7819","4.5128","1.9584","1.8974","1.1875","5.8718","1.4175","5.4359","1.3138","4.4872","1.7603","5.4872","1.5368","6.0513","0.7591","3.3846","1.6954",35
"swing_set","6.2821","1.6375","3.2821","1.6375","1.3333","0.8686","6.5641","0.6405","1.9744","1.3667","5.3846","1.7262","5.0513","1.5719","3.6410","2.1943","2.5897","1.5681","5.8462","0.8747","3.5128","1.5706",35
"switch","6.6154","1.1382","3.1282","1.7195","1.3333","0.8983","2.6923","1.6408","1.4615","0.7555","4.6667","2.1925","6.0513","1.3367","5.9231","1.3453","6.0000","1.3765","4.3077","0.9502","3.8974","0.6405",35
"swizzle_stick","6.8571","0.3550","2.8000","1.8912","1.3143","0.6311","1.4286","0.7778","1.4571","0.7800","2.6571","1.8302","6.5714","0.6981","6.6857","0.6311","6.6571","0.6391","4.6571","0.9684","3.7143","0.8935",35
"sword","6.6765","0.9119","4.2353","1.7243","1.4412","0.9595","4.6471","1.5547","1.9412","1.2539","2.6765","1.6646","5.8824","0.8796","5.3824","1.2796","5.3235","1.1473","4.0588","1.4342","4.7647","1.3271",35
"swordfish","1.1579","0.8229","4.8684","2.0556","6.9474","0.2263","6.3947","0.8555","6.9211","0.2733","6.8684","0.3426","2.0263","1.4610","1.9211","1.2386","2.6316","2.1613","4.8947","1.3909","4.5263","1.3703",36
"syringe","6.9189","0.2767","2.5676","1.5373","1.1622","0.3737","1.3243","0.5799","1.2973","0.6176","2.7838","1.9168","6.2432","0.9547","6.4595","0.7672","6.4054","0.7979","2.6486","1.0598","5.0541","1.3322",36
"syrup","4.7027","1.7137","4.5946","1.4617","1.8649","1.1344","2.8919","1.4488","5.5676","1.3853","3.1351","1.9602","4.2973","1.8539","4.6216","1.7850","5.5676","1.1676","6.0541","0.8802","3.8649","1.2508",36
"t-shirt","6.7297","0.4502","3.8649","1.6526","1.2432","0.6414","1.3784","0.7941","2.9459","1.6658","1.9730","1.5182","6.5405","0.9887","6.7027","0.5708","6.6757","0.6260","5.2973","0.9388","3.1081","1.1968",37
"tab","6.8611","0.6825","1.7500","1.0790","1.1111","0.3984","1.0556","0.2323","1.3889","0.9033","2.5833","2.0616","6.4444","0.9085","6.6389","0.7983","6.6111","0.6878","4.0556","0.8927","4.1667","1.0000",38
"table","6.5250","0.7841","3.3750","1.3902","1.4000","0.6718","5.7250","0.7506","3.2250","1.5104","2.4000","1.4641","4.8500","1.5616","3.2750","1.5850","3.9250","1.3847","4.8500","0.8930","3.6000","0.7442",38
"tablecloth","6.7179","0.7591","2.9744","1.5642","1.2051","0.4690","1.4615","0.8223","2.2051","1.2178","2.7179","1.6375","6.1538","1.1594","6.3333","0.8983","6.4359","0.7879","5.2051","0.8329","3.4872","0.8847",38
"tablet","6.7632","0.8522","5.0526","1.6099","1.2895","0.8671","2.3158","1.2967","1.2632","0.5032","1.8158","1.2915","6.3421","0.7453","6.4737","0.7255","6.6316","0.5891","5.5789","1.1302","3.3947","1.3664",34
"tack","6.6571","0.9056","2.7429","1.5782","1.1429","0.5500","1.2571","0.6572","1.6571","1.0556","1.7143","1.2502","5.7714","1.4968","6.2571","1.0939","6.5429","0.9805","3.4571","0.9805","4.3714","0.6456",39
"tackle","6.7568","0.5480","3.4054","1.9359","1.6486","1.2296","2.1622","1.5003","1.9459","1.4897","3.9459","2.1206","5.7297","1.6098","6.0541","1.1291","6.3784","0.8612","4.2432","1.0905","3.7568","1.1644",39
"taco","6.4737","0.9223","4.3947","1.6852","1.6053","1.0277","1.7105","1.0882","3.2895","1.5923","1.7368","1.1073","6.1842","0.8961","6.2632","0.8280","6.3421","1.0724","5.8947","1.0601","3.8947","1.5560",39
"tadpole","1.3684","1.1722","4.7368","1.9127","6.9474","0.2263","1.3684","1.0761","6.8684","0.3426","6.9211","0.2733","4.1053","2.0106","4.4211","2.1640","5.3158","1.9046","4.5526","1.4463","3.6053","1.1517",35
"taffy","6.5789","1.0560","3.1053","2.0506","1.3158","0.9036","1.3684","0.5891","2.6316","1.7618","1.5526","1.3294","6.6842","0.6619","6.7632","0.4896","6.6842","0.5745","5.8947","1.2690","3.2895","1.4125",36
"tag","6.9167","0.2803","2.6389","1.6415","1.3333","0.7928","1.0833","0.2803","1.3056","0.5767","2.3889","1.7773","6.2222","1.1979","6.4444","0.9984","5.7222","1.3859","3.4167","1.3601","4.6667","1.0420",36
"taillight","6.8919","0.3933","2.6757","1.7647","1.1351","0.3466","2.5946","1.3008","1.5405","1.0953","2.0541","1.4132","4.7027","2.0665","4.2162","2.2377","4.4595","1.9090","4.5135","0.9316","4.0541","0.9412",37
"tamale","6.3143","0.9000","3.8000","1.6414","1.8000","1.4100","1.7714","0.7702","4.4286","1.7369","1.5143","0.7425","6.2286","0.9727","6.4286","0.7778","6.5143","0.6585","6.2000","0.9010","2.9714","1.3391",37
"tambourine","6.8788","0.4151","3.9394","1.6759","1.1818","0.3917","1.9091","0.9139","1.9394","1.1440","3.7273","1.9409","6.0303","1.4249","6.2727","1.1798","6.3636","0.8951","5.5152","1.1214","4.3333","1.4289",38
"tank1","6.6154","1.0416","3.0256","1.8847","1.4872","1.2112","6.7692","0.9857","1.3333","0.7009","6.5385","0.9416","2.2821","1.9861","1.5385","1.3543","3.1282","1.9355","3.0256","1.5975","5.7179","1.2128",33
"tank2","6.4857","1.3366","2.6857","1.7282","1.1714","0.5681","6.2857","0.6674","1.6286","0.8432","1.8571","1.3535","3.4857","1.4425","3.0000","1.3504","3.0857","1.4219","3.7714","0.8075","4.2000","0.6325",39
"tape","6.5897","1.2506","2.9744","1.7989","1.1538","0.5399","1.5128","1.0227","1.6667","1.0842","1.7949","1.1960","6.5385","0.7555","6.6154","0.6734","6.1538","1.4426","4.7179","1.0990","3.8718","1.0047",39
"tape_measure","6.8421","0.4366","3.6316","1.6178","1.2105","0.8433","2.1842","1.3726","1.4211","0.7929","4.2105","1.9612","6.3158","0.8089","6.5789","0.6423","6.6579","0.5340","4.8158","1.0360","3.7105","0.9560",35
"tape_recorder","6.7027","0.9680","3.6757","1.6508","1.3514","0.8887","2.7297","1.4269","1.4595","0.9887","3.8108","2.0254","6.1622","0.8979","6.1622","0.9578","6.2432","0.7960","5.0270","1.0926","3.8378","0.9578",35
"tapestry","6.6667","0.6213","4.9744","1.4954","1.2051","0.4091","3.0256","1.7545","2.8205","1.6682","2.5641","1.6669","5.9487","1.1686","5.5641","1.3916","5.5897","1.1858","6.0769","0.7393","2.6923","1.4537",35
"tarantula","1.1500","0.6622","2.9500","1.9865","6.7250","1.0124","1.8000","0.9661","6.8000","0.5164","6.8500","0.5335","4.0000","1.9742","4.0000","1.9081","4.6500","1.9021","2.1250","1.3046","5.8500","1.1668",35
"target","6.7838","0.4793","2.2973","1.3716","1.3784","0.7941","4.3784","1.4786","1.8378","1.1906","2.3784","1.8158","4.3243","1.6508","3.8919","1.7286","4.2162","1.5300","4.1622","0.8665","4.2973","0.7018",35
"tarp","6.9211","0.3588","2.5526","1.5717","1.0263","0.1622","3.1842","1.9570","1.3947","0.8555","2.7368","1.9127","5.8158","1.2271","5.3158","1.6457","5.4474","1.3695","4.1579","0.7176","3.8684","0.8111",37
"tattoo","6.6500","0.5796","4.6500","1.5450","1.7250","1.1764","1.6000","1.2153","2.0000","1.2195","1.9000","1.3923","2.6000","1.7067","2.3000","1.4884","2.1250","1.5720","4.7250","1.3006","4.2000","0.9923",37
"taxi","6.7949","0.4091","3.5385","1.7895","1.6410","1.5129","6.8205","0.4514","1.6667","1.1317","6.6667","0.5774","2.6923","1.8660","2.0769","1.7227","5.3590","1.6934","4.3077","1.2173","4.1538","0.8747",37
"tea","5.0000","1.7566","4.9444","1.5665","2.5278","1.4830","1.5833","0.8409","5.9722","1.1081","2.0833","1.2734","4.8333","1.9198","5.6111","1.5358","6.0000","1.0690","6.3611","0.8993","1.9167","1.3810",37
"teabag","6.2703","1.1702","3.3784","1.4786","1.4054","0.7623","1.2973","0.5199","4.4595","1.5563","1.7568","1.1403","6.3514","1.0332","6.6486","0.6332","6.6216","0.7208","5.6216","0.9531","2.5946","1.4806",38
"teacup","6.7895","0.4741","5.2105","1.6301","1.2632","0.7600","1.6053","0.8555","1.7368","1.4082","2.5263","2.0499","6.5000","0.6877","6.6579","0.4808","6.5526","1.0319","5.7368","0.8909","2.6053","1.1750",38
"teapot","6.8611","0.3507","4.8611","1.5520","1.2778","0.9137","3.0000","1.6213","2.2222","1.6408","2.3611","1.6759","6.2222","0.8656","6.2500","0.7700","6.4722","0.5599","5.4722","1.0820","2.6389","1.1748",38
"teddy_bear","6.7714","0.5983","5.7143","0.9873","1.2000","0.5314","1.3143","0.6311","1.8000","1.1581","1.6571","1.1361","6.3429","0.7648","6.5143","0.8869","6.5143","0.9509","6.3714","0.6456","1.7429","0.9500",38
"tee","6.7436","0.9925","2.3333","1.5447","1.0769","0.2700","1.1026","0.3074","1.6154","0.9351","2.1795","1.8900","6.5385","1.0475","6.6923","0.8931","6.4872","1.3548","4.1795","0.6014","3.8974","0.6804",39
"teepee","6.7568","0.4947","5.0000","1.2247","1.3514","0.6332","5.0270","1.3434","3.1622","1.7719","1.8108","1.1747","3.7297","1.5211","2.2973","1.4694","3.1081","1.4295","5.3514","1.0598","3.1351","1.1344",39
"telegraph","6.6154","1.0666","4.0513","1.8346","1.3846","1.0666","3.6923","1.8939","1.8462","1.3868","3.5128","1.9313","5.4872","1.1209","5.2564","1.2920","5.3333","1.3443","4.3590","0.6684","4.2051","0.9228",39
"telephone_pole","6.8108","0.4618","2.9189","1.6052","1.2432","0.6414","6.8108","0.3971","2.3243","1.3955","1.3514","0.7156","3.1892","1.7770","2.0000","1.3123","1.4324","0.6888","3.8919","0.6986","3.9459","0.5242",39
"telescope","6.6842","0.9036","4.7632","1.5323","1.6579","1.3809","4.8684","1.0947","1.8684","1.4551","3.3947","2.0604","5.3947","0.9737","4.7368","1.3692","5.0000","1.0905","5.3684","1.1252","3.3158","1.2326",34
"television","6.7500","1.0064","4.2250","2.0692","1.3500","0.6222","5.9000","0.9001","1.4000","0.6325","1.8000","1.2649","4.2000","1.5884","3.3250","1.5256","3.5750","1.5506","5.7500","1.2558","4.2500","1.7795",36
"tennis_ball","6.8974","0.3074","2.9231","1.6122","1.1026","0.3074","1.3846","0.4929","1.4615","0.7555","4.6410","2.0454","6.6667","0.6213","6.8718","0.3387","6.8718","0.3387","5.2564","0.9925","3.7692","1.2239",37
"tent","6.7027","0.7403","4.2162","1.6689","1.5135","1.2828","4.0270","1.4041","2.4054","1.6743","2.7027","1.9274","4.2973","1.7930","3.6216","1.6725","3.9189","1.2775","5.1622","0.9864","3.2162","1.0310",38
"terrarium","6.4865","0.7311","4.6216","1.7694","4.1892","2.2954","2.9459","1.6150","4.2162","1.8278","2.0811","1.3617","5.3784","1.4786","5.3243","1.4540","5.6757","1.2031","6.2432","0.8302","2.4054","1.5177",38
"test_tube","6.7949","0.5221","3.3333","2.0305","1.3333","0.9551","1.6410","1.1807","1.9231","1.3453","1.9231","1.6762","6.3333","1.0087","6.5385","0.8537","6.5385","0.7896","4.2564","0.7853","4.0769","0.6643",38
"thermometer","6.8611","0.3507","3.2222","1.8379","1.3611","0.8333","1.6111","0.8711","1.6944","1.1419","3.0278","1.9638","6.4444","0.7725","6.4167","0.9964","6.4722","0.7741","4.7222","0.9445","3.7778","0.9595",39
"thermos","6.6842","0.9036","3.0789","1.6987","1.1842","0.4565","2.7105","1.6751","1.5263","1.0840","1.4211","0.7581","6.1579","1.1974","6.3158","1.1176","6.3684","1.1009","5.0526","1.0641","3.7368","0.7235",39
"thermostat","6.4545","1.4162","3.6970","1.9443","1.3333","0.5951","1.5758","0.5607","1.3030","0.5294","1.7576","1.1734","5.4242","1.5817","5.2424","1.7145","3.8182","1.7933","4.7879","1.0234","3.5152","0.9056",34
"thimble","6.6757","0.6689","2.8378","1.6247","1.1351","0.3466","1.4324","0.8007","1.6486","1.0332","1.5676","0.9872","6.5135","0.8374","6.6757","0.6260","6.7297","0.6519","4.5135","0.7682","3.6216","0.7583",35
"thorn","1.2500","0.5680","2.7188","1.5706","5.1875","1.9417","1.7188","1.1977","6.8438","0.3689","2.1250","1.5398","2.9688","2.0238","2.9688","2.0554","3.5625","1.9665","2.3125","1.4688","5.5625","1.2684",36
"thread","6.2821","0.8568","3.9487","1.7763","1.4103","0.7152","1.3846","0.8771","3.0000","1.6384","2.4359","1.7591","6.2308","1.0377","6.3846","1.0161","6.4872","0.6014","4.8205","1.0481","3.4359","1.0710",37
"throne","6.7632","0.5420","5.9211","1.0751","1.7632","1.5323","6.2895","0.6939","1.8684","1.3983","2.2368","1.6180","4.1316","1.8624","2.6579","1.7596","3.1579","1.7786","5.4211","1.0301","3.9737","1.1737",37
"thumb","2.2000","2.1388","5.7000","1.4536","5.6750","1.8171","1.7250","1.2401","6.7750","0.4797","6.7500","0.4385","6.4500","0.7828","6.4500","0.7494","6.2000","1.4178","5.1500","1.5115","3.9750","1.0497",37
"thumbtack","6.4444","1.2971","2.4167","1.7134","1.3056","0.5767","1.1944","0.4014","1.5000","0.7368","1.9167","1.3810","6.0278","1.0820","6.2222","0.9888","6.3611","0.9607","3.5278","1.0552","4.2778","0.8146",38
"tiara","6.6757","0.8836","6.1351","1.0318","1.4865","1.0960","1.9730","1.2580","2.0811","1.4216","1.9730","1.6581","6.4324","0.6472","6.4865","0.7311","6.4595","0.8365","5.9730","0.8656","3.4865","1.5567",40
"tick","1.3889","1.1533","1.5833","1.2277","6.8333","0.4472","1.2500","0.6492","6.3333","1.1952","6.5278","1.0820","3.9722","2.0211","4.0278","2.0492","4.8333","1.6987","1.2500","0.6918","6.1944","1.0907",33
"ticktacktoe","6.7949","0.5703","2.7692","1.7839","1.3333","0.9272","1.2051","0.5703","1.4359","0.8824","1.6923","1.3210","4.6410","2.1087","4.2821","2.0894","4.8974","1.9574","5.5641","0.8521","3.8974","1.3138",35
"tie","6.7838","0.4793","3.2432","1.9917","1.3514","1.0598","1.3514","0.6756","2.0270","1.1663","2.5676","1.6757","6.6216","0.6391","6.7027","0.5708","6.7027","0.6176","5.0811","1.3820","3.9189","1.2333",35
"tiger","1.2162","1.0037","5.7568","1.4796","6.9730","0.1644","6.6486","0.5877","6.6216","1.1143","6.8919","0.3148","1.9459","1.5265","1.3784","0.6811","1.6486","0.9194","4.4324","1.3651","4.7838","1.5300",36
"tile","6.4167","1.1307","3.3056","1.4701","1.3333","0.8944","4.3889","1.7118","2.9167","1.6279","1.6944","1.1166","5.2500","1.2734","5.3889","1.2254","5.3611","1.2456","4.5278","0.8102","3.8333","0.5606",36
"timer","6.8718","0.5221","2.5641","1.6351","1.0769","0.2700","1.5385","0.8537","1.3077","0.4676","4.0769","2.0823","6.4359","0.9402","6.6667","0.5298","6.5128","0.8847","4.1026","1.2523","4.3077","1.3984",37
"tinsel","6.8235","0.4586","3.0294","1.8172","1.1765","0.3870","1.2353","0.4960","1.2059","0.4104","2.2647","1.6387","6.5882","0.6568","6.5882","0.6568","6.5000","0.9924","5.5294","1.2848","3.2941","1.3602",37
"tiramisu","6.5128","1.0972","4.1026","1.8324","1.5897","1.2294","1.6923","0.9221","3.1538","1.8287","1.6410","1.0879","5.1282","1.8090","5.4615","1.6359","6.0000","1.3765","6.2308","1.3271","3.6154","1.6482",37
"toad","1.0526","0.2263","4.0789","1.6172","6.8947","0.3883","2.2105","1.3184","6.5526","1.1318","6.9211","0.2733","4.1842","1.7531","4.5000","1.9277","5.0526","1.7390","3.6579","1.1689","4.3684","1.1009",37
"toast","6.4054","1.1170","3.3514","1.5132","1.2703","0.5082","1.5135","0.9894","4.0541","1.9285","1.6216","1.0633","6.2432","1.1403","6.5676","0.8007","6.5405","0.9602","5.5135","1.1456","3.4324","1.1676",38
"toaster","6.8158","0.4565","3.2632","1.7504","1.3158","0.6197","2.7632","1.3241","1.5000","0.8621","2.9474","1.8299","5.5526","1.2236","6.0000","0.8699","6.2105","0.7036","4.9474","0.7693","3.8421","0.8229",38
"toaster_oven","6.6316","0.8829","3.3684","1.7770","1.4211","0.7929","4.6053","1.5516","1.7632","0.9708","1.8684","1.1430","4.8421","1.4051","4.7368","1.5367","4.9474","1.4322","4.6053","0.9165","3.8684","0.9634",38
"toe","2.0278","2.0211","4.9722","1.4240","5.8056","1.2147","1.8056","1.1419","6.6389","0.5426","6.5278","0.9407","6.5000","0.6969","6.3333","0.8944","6.4167","0.8742","4.4167","1.1307","4.0833","0.8742",38
